,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,HF,HomeAway
3051,Southampton,West Bromwich Albion,2013,1,0,1712.9428162153145,1743.9288827776065,51.83324819838319,-1
3052,Norwich City,Everton,2013,2,2,1731.6437813118873,1855.152962147395,51.83324819838319,1
3053,Everton,Norwich City,2013,2,2,1855.152962147395,1731.6437813118873,51.83324819838319,-1
3054,Chelsea,Hull City,2013,2,0,1922.7514836421583,1655.7622720437555,51.83324819838319,1
3055,Hull City,Chelsea,2013,0,2,1655.7622720437555,1922.7514836421583,51.83324819838319,-1
3056,Crystal Palace,Tottenham Hotspur,2013,0,1,1619.167015991981,1894.9674459100913,51.83324819838319,1
3057,Tottenham Hotspur,Crystal Palace,2013,1,0,1894.9674459100913,1619.167015991981,51.83324819838319,-1
3058,Manchester City,Newcastle United,2013,4,0,1941.546447871819,1757.0287816023229,51.83324819838319,1
3059,Newcastle United,Manchester City,2013,0,4,1757.0287816023229,1941.546447871819,51.83324819838319,-1
3060,Chelsea,Aston Villa,2013,2,1,1924.6501092902054,1752.6101718187706,51.83324819838319,1
3061,Aston Villa,Chelsea,2013,1,2,1752.6101718187706,1924.6501092902054,51.83324819838319,-1
3062,Hull City,Norwich City,2013,1,0,1653.8636463957084,1733.047111360654,51.13850960040618,1
3063,Norwich City,Hull City,2013,0,1,1733.047111360654,1653.8636463957084,51.13850960040618,-1
3064,Stoke City,Crystal Palace,2013,2,1,1726.8347941323746,1616.1871167974177,51.13850960040618,1
3065,Crystal Palace,Stoke City,2013,1,2,1616.1871167974177,1726.8347941323746,51.13850960040618,-1
3066,Southampton,Sunderland,2013,1,1,1721.455412090855,1711.8217334483843,51.13850960040618,1
3067,Sunderland,Southampton,2013,1,1,1711.8217334483843,1721.455412090855,51.13850960040618,-1
3068,Fulham,Arsenal,2013,1,3,1757.9142662219117,1906.79834410287,51.13850960040618,1
3069,Arsenal,Fulham,2013,3,1,1906.79834410287,1757.9142662219117,51.13850960040618,-1
3070,Aston Villa,Liverpool,2013,0,1,1749.6290082905737,1843.3065685447868,51.13850960040618,1
3071,Liverpool,Aston Villa,2013,1,0,1843.3065685447868,1749.6290082905737,51.13850960040618,-1
3072,Newcastle United,West Ham United,2013,0,0,1754.2120565808855,1738.9295186828515,51.13850960040618,1
3073,West Ham United,Newcastle United,2013,0,0,1738.9295186828515,1754.2120565808855,51.13850960040618,-1
3074,Everton,West Bromwich Albion,2013,0,0,1853.7496320986284,1735.416286902066,51.13850960040618,1
3075,West Bromwich Albion,Everton,2013,0,0,1735.416286902066,1853.7496320986284,51.13850960040618,-1
3076,Tottenham Hotspur,Swansea City,2013,1,0,1897.9473451046547,1728.2739581967917,51.13850960040618,1
3077,Swansea City,Tottenham Hotspur,2013,0,1,1728.2739581967917,1897.9473451046547,51.13850960040618,-1
3078,Cardiff City,Manchester City,2013,3,2,1703.7442211952384,1944.3631728932564,51.13850960040618,1
3079,Manchester City,Cardiff City,2013,2,3,1944.3631728932564,1703.7442211952384,51.13850960040618,-1
3080,Manchester United,Chelsea,2013,0,0,2018.7021004931778,1927.6312728184023,51.13850960040618,1
3081,Chelsea,Manchester United,2013,0,0,1927.6312728184023,2018.7021004931778,51.13850960040618,-1
3082,Norwich City,Southampton,2013,1,0,1725.5928552018318,1720.2608899933107,51.433380594706264,1
3083,Southampton,Norwich City,2013,0,1,1720.2608899933107,1725.5928552018318,51.433380594706264,-1
3084,Newcastle United,Fulham,2013,1,0,1752.9090497927282,1752.9068401363245,51.433380594706264,1
3085,Fulham,Newcastle United,2013,0,1,1752.9068401363245,1752.9090497927282,51.433380594706264,-1
3086,Crystal Palace,Sunderland,2013,3,1,1612.2872266263378,1713.0162555459285,51.433380594706264,1
3087,Sunderland,Crystal Palace,2013,1,3,1713.0162555459285,1612.2872266263378,51.433380594706264,-1
3088,West Ham United,Stoke City,2013,0,1,1740.2325254710088,1730.7346843034545,51.433380594706264,1
3089,Stoke City,West Ham United,2013,1,0,1730.7346843034545,1740.2325254710088,51.433380594706264,-1
3090,Manchester City,Hull City,2013,2,0,1934.0356743163188,1661.3179025545307,51.433380594706264,1
3091,Hull City,Manchester City,2013,0,2,1661.3179025545307,1934.0356743163188,51.433380594706264,-1
3092,Cardiff City,Everton,2013,0,0,1714.071719772176,1850.6283429508032,51.433380594706264,1
3093,Everton,Cardiff City,2013,0,0,1850.6283429508032,1714.071719772176,51.433380594706264,-1
3094,Liverpool,Manchester United,2013,1,0,1849.364725358788,2016.0262145805234,51.433380594706264,1
3095,Manchester United,Liverpool,2013,0,1,2016.0262145805234,1849.364725358788,51.433380594706264,-1
3096,West Bromwich Albion,Swansea City,2013,0,2,1738.5375760498912,1725.2514051564633,51.433380594706264,1
3097,Swansea City,West Bromwich Albion,2013,2,0,1725.2514051564633,1738.5375760498912,51.433380594706264,-1
3098,Arsenal,Tottenham Hotspur,2013,1,0,1911.8057701884572,1900.969898144983,51.433380594706264,1
3099,Tottenham Hotspur,Arsenal,2013,0,1,1900.969898144983,1911.8057701884572,51.433380594706264,-1
3100,Sunderland,Arsenal,2013,1,3,1705.1453595075823,1917.481043335181,51.267612534482154,1
3101,Arsenal,Sunderland,2013,3,1,1917.481043335181,1705.1453595075823,51.267612534482154,-1
3102,Tottenham Hotspur,Norwich City,2013,2,0,1895.2946249982592,1731.3742654677242,51.267612534482154,1
3103,Norwich City,Tottenham Hotspur,2013,0,2,1731.3742654677242,1895.2946249982592,51.267612534482154,-1
3104,Stoke City,Manchester City,2013,0,0,1738.830876944788,1935.8846310075203,51.267612534482154,1
3105,Manchester City,Stoke City,2013,0,0,1935.8846310075203,1738.830876944788,51.267612534482154,-1
3106,Everton,Chelsea,2013,1,0,1848.9711801097865,1930.3071587310567,51.267612534482154,1
3107,Chelsea,Everton,2013,0,1,1930.3071587310567,1848.9711801097865,51.267612534482154,-1
3108,Manchester United,Crystal Palace,2013,2,0,2006.9200149316698,1620.158122664684,51.267612534482154,1
3109,Crystal Palace,Manchester United,2013,0,2,1620.158122664684,2006.9200149316698,51.267612534482154,-1
3110,Aston Villa,Newcastle United,2013,1,2,1743.5708514765724,1758.7937596465692,51.267612534482154,1
3111,Newcastle United,Aston Villa,2013,2,1,1758.7937596465692,1743.5708514765724,51.267612534482154,-1
3112,Fulham,West Bromwich Albion,2013,1,1,1747.0221302824834,1730.3685707018578,51.267612534482154,1
3113,West Bromwich Albion,Fulham,2013,1,1,1730.3685707018578,1747.0221302824834,51.267612534482154,-1
3114,Hull City,Cardiff City,2013,1,1,1659.4689458633293,1715.7288826131928,51.267612534482154,1
3115,Cardiff City,Hull City,2013,1,1,1715.7288826131928,1659.4689458633293,51.267612534482154,-1
3116,Southampton,West Ham United,2013,0,0,1714.4794797274183,1732.1363328296752,51.267612534482154,1
3117,West Ham United,Southampton,2013,0,0,1732.1363328296752,1714.4794797274183,51.267612534482154,-1
3118,Swansea City,Liverpool,2013,2,2,1733.4204105044967,1858.4709250076417,51.267612534482154,1
3119,Liverpool,Swansea City,2013,2,2,1858.4709250076417,1733.4204105044967,51.267612534482154,-1
3120,Chelsea,Fulham,2013,2,0,1922.813005965857,1745.6904235571942,51.88199241392442,1
3121,Fulham,Chelsea,2013,0,2,1745.6904235571942,1922.813005965857,51.88199241392442,-1
3122,West Bromwich Albion,Sunderland,2013,3,0,1731.700277427147,1701.2338944002738,51.88199241392442,1
3123,Sunderland,West Bromwich Albion,2013,0,3,1701.2338944002738,1731.700277427147,51.88199241392442,-1
3124,West Ham United,Everton,2013,2,3,1732.8016268821557,1856.4653328749862,51.88199241392442,1
3125,Everton,West Ham United,2013,3,2,1856.4653328749862,1732.8016268821557,51.88199241392442,-1
3126,Liverpool,Southampton,2013,0,1,1857.027540502748,1713.8141856749378,51.88199241392442,1
3127,Southampton,Liverpool,2013,1,0,1713.8141856749378,1857.027540502748,51.88199241392442,-1
3128,Norwich City,Aston Villa,2013,0,1,1728.2746023833292,1735.9591043782345,51.88199241392442,1
3129,Aston Villa,Norwich City,2013,1,0,1735.9591043782345,1728.2746023833292,51.88199241392442,-1
3130,Newcastle United,Hull City,2013,2,3,1766.4055067449071,1659.5680655786298,51.88199241392442,1
3131,Hull City,Newcastle United,2013,3,2,1659.5680655786298,1766.4055067449071,51.88199241392442,-1
3132,Arsenal,Stoke City,2013,3,1,1921.3925084424895,1741.5668555459888,51.88199241392442,1
3133,Stoke City,Arsenal,2013,1,3,1741.5668555459888,1921.3925084424895,51.88199241392442,-1
3134,Cardiff City,Tottenham Hotspur,2013,0,1,1715.6297628978923,1898.3942880826542,51.88199241392442,1
3135,Tottenham Hotspur,Cardiff City,2013,1,0,1898.3942880826542,1715.6297628978923,51.88199241392442,-1
3136,Crystal Palace,Swansea City,2013,0,2,1619.1320983718751,1734.8637950093903,51.88199241392442,1
3137,Swansea City,Crystal Palace,2013,2,0,1734.8637950093903,1619.1320983718751,51.88199241392442,-1
3138,Manchester City,Manchester United,2013,4,1,1933.1486524063196,2007.9460392244787,51.88199241392442,1
3139,Manchester United,Manchester City,2013,1,4,2007.9460392244787,1933.1486524063196,51.88199241392442,-1
3140,Southampton,Crystal Palace,2013,2,0,1724.224953326949,1613.4871948156876,50.321996914231335,1
3141,Crystal Palace,Southampton,2013,0,2,1613.4871948156876,1724.224953326949,50.321996914231335,-1
3142,Hull City,West Ham United,2013,1,0,1669.4158148550187,1727.308362528888,50.321996914231335,1
3143,West Ham United,Hull City,2013,0,1,1727.308362528888,1669.4158148550187,50.321996914231335,-1
3144,Manchester United,West Bromwich Albion,2013,1,2,2000.5930868922208,1736.9937388411684,50.321996914231335,1
3145,West Bromwich Albion,Manchester United,2013,2,1,1736.9937388411684,2000.5930868922208,50.321996914231335,-1
3146,Aston Villa,Manchester City,2013,3,2,1743.7305847957998,1940.5016047385775,50.321996914231335,1
3147,Manchester City,Aston Villa,2013,2,3,1940.5016047385775,1743.7305847957998,50.321996914231335,-1
3148,Tottenham Hotspur,Chelsea,2013,1,1,1902.8104520341842,1925.7257160580293,50.321996914231335,1
3149,Chelsea,Tottenham Hotspur,2013,1,1,1925.7257160580293,1902.8104520341842,50.321996914231335,-1
3150,Swansea City,Arsenal,2013,1,2,1740.5086985655778,1924.269625009946,50.321996914231335,1
3151,Arsenal,Swansea City,2013,2,1,1924.269625009946,1740.5086985655778,50.321996914231335,-1
3152,Fulham,Cardiff City,2013,1,2,1742.7777134650219,1711.2135989463623,50.321996914231335,1
3153,Cardiff City,Fulham,2013,2,1,1711.2135989463623,1742.7777134650219,50.321996914231335,-1
3154,Stoke City,Norwich City,2013,0,1,1738.6897389785324,1720.503121965764,50.321996914231335,1
3155,Norwich City,Stoke City,2013,1,0,1720.503121965764,1738.6897389785324,50.321996914231335,-1
3156,Sunderland,Liverpool,2013,1,3,1695.9404329862525,1846.6167728507369,50.321996914231335,1
3157,Liverpool,Sunderland,2013,3,1,1846.6167728507369,1695.9404329862525,50.321996914231335,-1
3158,Everton,Newcastle United,2013,3,2,1861.958597228254,1756.5577574685183,50.321996914231335,1
3159,Newcastle United,Everton,2013,2,3,1756.5577574685183,1861.958597228254,50.321996914231335,-1
3160,Hull City,Aston Villa,2013,0,0,1676.4647180558638,1753.3762544962,50.51867711363553,1
3161,Aston Villa,Hull City,2013,0,0,1753.3762544962,1676.4647180558638,50.51867711363553,-1
3162,Cardiff City,Newcastle United,2013,1,2,1719.708668603068,1752.559486617531,50.51867711363553,1
3163,Newcastle United,Cardiff City,2013,2,1,1752.559486617531,1719.708668603068,50.51867711363553,-1
3164,Sunderland,Manchester United,2013,1,2,1690.9808140280684,1988.7411660343307,50.51867711363553,1
3165,Manchester United,Sunderland,2013,2,1,1988.7411660343307,1690.9808140280684,50.51867711363553,-1
3166,Fulham,Stoke City,2013,1,0,1734.2826438083162,1730.4481987367606,50.51867711363553,1
3167,Stoke City,Fulham,2013,0,1,1730.4481987367606,1734.2826438083162,50.51867711363553,-1
3168,Liverpool,Crystal Palace,2013,3,1,1851.576391808921,1609.5755955476473,50.51867711363553,1
3169,Crystal Palace,Liverpool,2013,1,3,1609.5755955476473,1851.576391808921,50.51867711363553,-1
3170,Manchester City,Everton,2013,3,1,1930.8559350381772,1865.956868079241,50.51867711363553,1
3171,Everton,Manchester City,2013,1,3,1865.956868079241,1930.8559350381772,50.51867711363553,-1
3172,West Bromwich Albion,Arsenal,2013,1,1,1748.8456596990584,1928.6417199781627,50.51867711363553,1
3173,Arsenal,West Bromwich Albion,2013,1,1,1928.6417199781627,1748.8456596990584,50.51867711363553,-1
3174,Tottenham Hotspur,West Ham United,2013,0,3,1902.267395649943,1720.2594593280428,50.51867711363553,1
3175,West Ham United,Tottenham Hotspur,2013,3,0,1720.2594593280428,1902.267395649943,50.51867711363553,-1
3176,Southampton,Swansea City,2013,2,0,1728.1365525949893,1736.136603597361,50.51867711363553,1
3177,Swansea City,Southampton,2013,0,2,1736.136603597361,1728.1365525949893,50.51867711363553,-1
3178,Norwich City,Chelsea,2013,1,3,1728.7446622075358,1926.2687724422706,50.51867711363553,1
3179,Chelsea,Norwich City,2013,3,1,1926.2687724422706,1728.7446622075358,50.51867711363553,-1
3180,Swansea City,Sunderland,2013,4,0,1730.0780472543238,1688.3020218791528,49.878896604484325,1
3181,Sunderland,Swansea City,2013,0,4,1688.3020218791528,1730.0780472543238,49.878896604484325,-1
3182,Arsenal,Norwich City,2013,4,1,1926.1870666790994,1724.6024066359332,49.878896604484325,1
3183,Norwich City,Arsenal,2013,1,4,1724.6024066359332,1926.1870666790994,49.878896604484325,-1
3184,Stoke City,West Bromwich Albion,2013,0,0,1724.620096268542,1751.3003129981216,49.878896604484325,1
3185,West Bromwich Albion,Stoke City,2013,0,0,1751.3003129981216,1724.620096268542,49.878896604484325,-1
3186,Manchester United,Southampton,2013,1,1,1991.4199581832463,1734.1951089380266,49.878896604484325,1
3187,Southampton,Manchester United,2013,1,1,1734.1951089380266,1991.4199581832463,49.878896604484325,-1
3188,Newcastle United,Liverpool,2013,2,2,1759.8086015507597,1853.7367972419518,49.878896604484325,1
3189,Liverpool,Newcastle United,2013,2,2,1853.7367972419518,1759.8086015507597,49.878896604484325,-1
3190,Everton,Hull City,2013,2,1,1861.2692314587975,1676.9877633895692,49.878896604484325,1
3191,Hull City,Everton,2013,1,2,1676.9877633895692,1861.2692314587975,49.878896604484325,-1
3192,Chelsea,Cardiff City,2013,4,1,1930.4110280138732,1712.4595536698394,49.878896604484325,1
3193,Cardiff City,Chelsea,2013,1,4,1712.4595536698394,1930.4110280138732,49.878896604484325,-1
3194,West Ham United,Manchester City,2013,1,3,1731.1902787906936,1935.5435716586207,49.878896604484325,1
3195,Manchester City,West Ham United,2013,3,1,1935.5435716586207,1731.1902787906936,49.878896604484325,-1
3196,Aston Villa,Tottenham Hotspur,2013,0,2,1752.8532091624947,1891.3365761872922,49.878896604484325,1
3197,Tottenham Hotspur,Aston Villa,2013,2,0,1891.3365761872922,1752.8532091624947,49.878896604484325,-1
3198,Crystal Palace,Fulham,2013,1,4,1607.4151901146165,1740.1107462765347,49.878896604484325,1
3199,Fulham,Crystal Palace,2013,4,1,1740.1107462765347,1607.4151901146165,49.878896604484325,-1
3200,Aston Villa,Everton,2013,0,2,1747.6767395770246,1864.114329202055,49.370425466755385,1
3201,Everton,Aston Villa,2013,2,0,1864.114329202055,1747.6767395770246,49.370425466755385,-1
3202,Southampton,Fulham,2013,2,0,1739.0819137834799,1745.3954156905324,49.370425466755385,1
3203,Fulham,Southampton,2013,0,2,1745.3954156905324,1739.0819137834799,49.370425466755385,-1
3204,Liverpool,West Bromwich Albion,2013,4,1,1852.8668200559878,1751.760257759663,49.370425466755385,1
3205,West Bromwich Albion,Liverpool,2013,1,4,1751.760257759663,1852.8668200559878,49.370425466755385,-1
3206,Manchester United,Stoke City,2013,3,2,1986.533153337793,1724.1601515070006,49.370425466755385,1
3207,Stoke City,Manchester United,2013,2,3,1724.1601515070006,1986.533153337793,49.370425466755385,-1
3208,Norwich City,Cardiff City,2013,0,0,1721.9756877930533,1710.0273775697865,49.370425466755385,1
3209,Cardiff City,Norwich City,2013,0,0,1710.0273775697865,1721.9756877930533,49.370425466755385,-1
3210,Crystal Palace,Arsenal,2013,0,2,1602.1305207006187,1928.8137855219793,49.370425466755385,1
3211,Arsenal,Crystal Palace,2013,2,0,1928.8137855219793,1602.1305207006187,49.370425466755385,-1
3212,Swansea City,West Ham United,2013,0,0,1735.197847921413,1727.1715699442423,49.370425466755385,1
3213,West Ham United,Swansea City,2013,0,0,1727.1715699442423,1735.197847921413,49.370425466755385,-1
3214,Sunderland,Newcastle United,2013,2,1,1683.1822212120635,1760.6785787367237,49.370425466755385,1
3215,Newcastle United,Sunderland,2013,1,2,1760.6785787367237,1683.1822212120635,49.370425466755385,-1
3216,Chelsea,Manchester City,2013,2,1,1932.843204113926,1939.562280505072,49.370425466755385,1
3217,Manchester City,Chelsea,2013,1,2,1939.562280505072,1932.843204113926,49.370425466755385,-1
3218,Tottenham Hotspur,Hull City,2013,1,0,1896.5130457727623,1674.1426656463118,49.370425466755385,1
3219,Hull City,Tottenham Hotspur,2013,0,1,1674.1426656463118,1896.5130457727623,49.370425466755385,-1
3220,West Ham United,Aston Villa,2013,0,0,1728.3009711291597,1742.0935057490783,50.43519040734517,1
3221,Aston Villa,West Ham United,2013,0,0,1742.0935057490783,1728.3009711291597,50.43519040734517,-1
3222,Manchester City,Norwich City,2013,7,0,1933.506320283265,1720.7706418121315,50.43519040734517,1
3223,Norwich City,Manchester City,2013,0,7,1720.7706418121315,1933.506320283265,50.43519040734517,-1
3224,Newcastle United,Chelsea,2013,2,0,1753.2227251827333,1938.899164335733,50.43519040734517,1
3225,Chelsea,Newcastle United,2013,0,2,1938.899164335733,1753.2227251827333,50.43519040734517,-1
3226,Arsenal,Liverpool,2013,2,0,1931.1385284175267,1856.951381601796,50.43519040734517,1
3227,Liverpool,Arsenal,2013,0,2,1856.951381601796,1931.1385284175267,50.43519040734517,-1
3228,Stoke City,Southampton,2013,1,1,1722.1938126703362,1745.1299422892378,50.43519040734517,1
3229,Southampton,Stoke City,2013,1,1,1745.1299422892378,1722.1938126703362,50.43519040734517,-1
3230,Hull City,Sunderland,2013,1,0,1671.755259206703,1690.638074766054,50.43519040734517,1
3231,Sunderland,Hull City,2013,0,1,1690.638074766054,1671.755259206703,50.43519040734517,-1
3232,Fulham,Manchester United,2013,1,3,1739.3473871847746,1988.4994921744574,50.43519040734517,1
3233,Manchester United,Fulham,2013,3,1,1988.4994921744574,1739.3473871847746,50.43519040734517,-1
3234,West Bromwich Albion,Crystal Palace,2013,2,0,1747.675696213855,1599.8057778050713,50.43519040734517,1
3235,Crystal Palace,West Bromwich Albion,2013,0,2,1599.8057778050713,1747.675696213855,50.43519040734517,-1
3236,Cardiff City,Swansea City,2013,1,0,1711.2324235507083,1734.0684467364956,50.43519040734517,1
3237,Swansea City,Cardiff City,2013,0,1,1734.0684467364956,1711.2324235507083,50.43519040734517,-1
3238,Everton,Tottenham Hotspur,2013,0,0,1869.6975630300012,1898.9004522123712,50.43519040734517,1
3239,Tottenham Hotspur,Everton,2013,0,0,1898.9004522123712,1869.6975630300012,50.43519040734517,-1
3240,Chelsea,West Bromwich Albion,2013,2,2,1929.4431163890542,1751.0151530904723,50.756320430330625,1
3241,West Bromwich Albion,Chelsea,2013,2,2,1751.0151530904723,1929.4431163890542,50.756320430330625,-1
3242,Liverpool,Fulham,2013,4,0,1852.42631796699,1736.0139269129672,50.756320430330625,1
3243,Fulham,Liverpool,2013,0,4,1736.0139269129672,1852.42631796699,50.756320430330625,-1
3244,Aston Villa,Cardiff City,2013,2,0,1742.8183889409395,1717.584177801486,50.756320430330625,1
3245,Cardiff City,Aston Villa,2013,0,2,1717.584177801486,1742.8183889409395,50.756320430330625,-1
3246,Crystal Palace,Everton,2013,0,0,1596.466320928454,1869.276502968771,50.756320430330625,1
3247,Everton,Crystal Palace,2013,0,0,1869.276502968771,1596.466320928454,50.756320430330625,-1
3248,Southampton,Hull City,2013,4,1,1745.6748205183728,1678.02908628732,50.756320430330625,1
3249,Hull City,Southampton,2013,1,4,1678.02908628732,1745.6748205183728,50.756320430330625,-1
3250,Norwich City,West Ham United,2013,3,1,1718.2842617720942,1727.5760879372986,50.756320430330625,1
3251,West Ham United,Norwich City,2013,1,3,1727.5760879372986,1718.2842617720942,50.756320430330625,-1
3252,Manchester United,Arsenal,2013,1,0,1991.8329524462647,1935.6635920523327,50.756320430330625,1
3253,Arsenal,Manchester United,2013,0,1,1935.6635920523327,1991.8329524462647,50.756320430330625,-1
3254,Sunderland,Manchester City,2013,1,0,1684.3642476854368,1935.9927003233024,50.756320430330625,1
3255,Manchester City,Sunderland,2013,0,1,1935.9927003233024,1684.3642476854368,50.756320430330625,-1
3256,Tottenham Hotspur,Newcastle United,2013,0,1,1899.3215122736015,1762.678773129412,50.756320430330625,1
3257,Newcastle United,Tottenham Hotspur,2013,1,0,1762.678773129412,1899.3215122736015,50.756320430330625,-1
3258,Swansea City,Stoke City,2013,3,3,1727.7166924857179,1721.6489344412012,50.756320430330625,1
3259,Stoke City,Swansea City,2013,3,3,1721.6489344412012,1727.7166924857179,50.756320430330625,-1
3260,Hull City,Crystal Palace,2013,0,1,1673.394471645169,1600.3592170081972,50.12527350624257,1
3261,Crystal Palace,Hull City,2013,1,0,1600.3592170081972,1673.394471645169,50.12527350624257,-1
3262,Fulham,Swansea City,2013,1,2,1732.2001303996415,1726.5983594568063,50.12527350624257,1
3263,Swansea City,Fulham,2013,2,1,1726.5983594568063,1732.2001303996415,50.12527350624257,-1
3264,Arsenal,Southampton,2013,2,0,1930.8234946894318,1750.309435160524,50.12527350624257,1
3265,Southampton,Arsenal,2013,0,2,1750.309435160524,1930.8234946894318,50.12527350624257,-1
3266,Stoke City,Sunderland,2013,2,0,1722.7672674701128,1694.8592667321507,50.12527350624257,1
3267,Sunderland,Stoke City,2013,0,2,1694.8592667321507,1722.7672674701128,50.12527350624257,-1
3268,Everton,Liverpool,2013,3,3,1865.3836068890278,1856.2401144803157,50.12527350624257,1
3269,Liverpool,Everton,2013,3,3,1856.2401144803157,1865.3836068890278,50.12527350624257,-1
3270,West Ham United,Chelsea,2013,0,3,1721.4969037804574,1925.454842406411,50.12527350624257,1
3271,Chelsea,West Ham United,2013,3,0,1925.454842406411,1721.4969037804574,50.12527350624257,-1
3272,Newcastle United,Norwich City,2013,2,1,1772.9750616019853,1724.3634459289353,50.12527350624257,1
3273,Norwich City,Newcastle United,2013,1,2,1724.3634459289353,1772.9750616019853,50.12527350624257,-1
3274,Cardiff City,Manchester United,2013,2,2,1712.1708136845239,1996.6730498091656,50.12527350624257,1
3275,Manchester United,Cardiff City,2013,2,2,1996.6730498091656,1712.1708136845239,50.12527350624257,-1
3276,Manchester City,Tottenham Hotspur,2013,6,0,1925.4976812765885,1889.0252238010282,50.12527350624257,1
3277,Tottenham Hotspur,Manchester City,2013,0,6,1889.0252238010282,1925.4976812765885,50.12527350624257,-1
3278,West Bromwich Albion,Aston Villa,2013,2,2,1755.0034270731155,1748.2317530579016,50.12527350624257,1
3279,Aston Villa,West Bromwich Albion,2013,2,2,1748.2317530579016,1755.0034270731155,50.12527350624257,-1
3280,Everton,Stoke City,2013,4,0,1864.218062938042,1728.1420007313895,48.83563289645623,1
3281,Stoke City,Everton,2013,0,4,1728.1420007313895,1864.218062938042,48.83563289645623,-1
3282,Cardiff City,Arsenal,2013,0,3,1716.2271385150982,1933.7146401782823,48.83563289645623,1
3283,Arsenal,Cardiff City,2013,3,0,1933.7146401782823,1716.2271385150982,48.83563289645623,-1
3284,Norwich City,Crystal Palace,2013,1,0,1719.3742097631132,1609.6057424800006,48.83563289645623,1
3285,Crystal Palace,Norwich City,2013,0,1,1609.6057424800006,1719.3742097631132,48.83563289645623,-1
3286,Aston Villa,Sunderland,2013,0,0,1749.3514948880322,1689.4845334708739,48.83563289645623,1
3287,Sunderland,Aston Villa,2013,0,0,1689.4845334708739,1749.3514948880322,48.83563289645623,-1
3288,West Ham United,Fulham,2013,3,0,1717.4676653563693,1724.2044104760505,48.83563289645623,1
3289,Fulham,West Ham United,2013,0,3,1724.2044104760505,1717.4676653563693,48.83563289645623,-1
3290,Newcastle United,West Bromwich Albion,2013,2,1,1777.9642977678075,1753.883685242985,48.83563289645623,1
3291,West Bromwich Albion,Newcastle United,2013,1,2,1753.883685242985,1777.9642977678075,48.83563289645623,-1
3292,Tottenham Hotspur,Manchester United,2013,2,2,1883.8113383708833,1992.6167249785913,48.83563289645623,1
3293,Manchester United,Tottenham Hotspur,2013,2,2,1992.6167249785913,1883.8113383708833,48.83563289645623,-1
3294,Hull City,Liverpool,2013,3,1,1664.1479461733657,1857.4056584313014,48.83563289645623,1
3295,Liverpool,Hull City,2013,1,3,1857.4056584313014,1664.1479461733657,48.83563289645623,-1
3296,Chelsea,Southampton,2013,3,1,1929.4840808304991,1747.4182896716734,48.83563289645623,1
3297,Southampton,Chelsea,2013,1,3,1747.4182896716734,1929.4840808304991,48.83563289645623,-1
3298,Manchester City,Swansea City,2013,3,0,1930.7115667067335,1734.5940793803973,48.83563289645623,1
3299,Swansea City,Manchester City,2013,0,3,1734.5940793803973,1930.7115667067335,48.83563289645623,-1
3300,Crystal Palace,West Ham United,2013,1,0,1605.6544045156495,1723.5344335575203,48.83563289645623,1
3301,West Ham United,Crystal Palace,2013,0,1,1723.5344335575203,1605.6544045156495,48.83563289645623,-1
3302,West Bromwich Albion,Manchester City,2013,2,3,1748.4119986257674,1933.4189120599738,48.83563289645623,1
3303,Manchester City,West Bromwich Albion,2013,3,2,1933.4189120599738,1748.4119986257674,48.83563289645623,-1
3304,Sunderland,Chelsea,2013,3,4,1691.5751351032113,1932.3717799305964,48.83563289645623,1
3305,Chelsea,Sunderland,2013,4,3,1932.3717799305964,1691.5751351032113,48.83563289645623,-1
3306,Stoke City,Cardiff City,2013,0,0,1724.6035337705869,1712.4368576747263,48.83563289645623,1
3307,Cardiff City,Stoke City,2013,0,0,1712.4368576747263,1724.6035337705869,48.83563289645623,-1
3308,Southampton,Aston Villa,2013,2,3,1744.530590571576,1747.2608932556948,48.83563289645623,1
3309,Aston Villa,Southampton,2013,3,2,1747.2608932556948,1744.530590571576,48.83563289645623,-1
3310,Fulham,Tottenham Hotspur,2013,1,2,1718.1376422748995,1884.9903990494945,48.83563289645623,1
3311,Tottenham Hotspur,Fulham,2013,2,1,1884.9903990494945,1718.1376422748995,48.83563289645623,-1
3312,Arsenal,Hull City,2013,2,0,1937.5049210186542,1673.7596726330078,48.83563289645623,1
3313,Hull City,Arsenal,2013,0,2,1673.7596726330078,1937.5049210186542,48.83563289645623,-1
3314,Manchester United,Everton,2013,0,1,1991.43766429998,1867.7565298988447,48.83563289645623,1
3315,Everton,Manchester United,2013,1,0,1867.7565298988447,1991.43766429998,48.83563289645623,-1
3316,Swansea City,Newcastle United,2013,3,0,1731.886734027157,1783.435984385025,48.83563289645623,1
3317,Newcastle United,Swansea City,2013,0,3,1783.435984385025,1731.886734027157,48.83563289645623,-1
3318,Liverpool,Norwich City,2013,5,1,1847.7939319716593,1723.3255477274643,48.83563289645623,1
3319,Norwich City,Liverpool,2013,1,5,1723.3255477274643,1847.7939319716593,48.83563289645623,-1
3320,Stoke City,Chelsea,2013,3,2,1723.4045799490377,1935.8045430093232,50.09237465235695,1
3321,Chelsea,Stoke City,2013,2,3,1935.8045430093232,1723.4045799490377,50.09237465235695,-1
3322,Liverpool,West Ham United,2013,4,1,1851.5110395916518,1715.2826611614414,50.09237465235695,1
3323,West Ham United,Liverpool,2013,1,4,1715.2826611614414,1851.5110395916518,50.09237465235695,-1
